scan_date,ticker,grade,pattern,price_at_scan,pivot_price,pct_from_pivot,base_depth_pct,base_duration_days,vol_contraction_ratio,prior_move_pct,prior_move_days,pct_1m,pct_3m,pct_6m,pct_from_52w_high,pct_1d,pct_5d,pct_10d,pct_20d,max_gain_pct,did_break_out
2026-01-28,FIX,A,HTF,1167.9854,1177.9262,0.84,7.38,7,0.56,43.6,60,23.46,21.15,68.57,0.84,0.21,-4.21,14.51,23.03,25.62,True
2026-01-29,FIX,A,HTF,1170.3931,1199.2368,2.41,9.03,8,0.556,43.6,60,25.52,19.9,69.57,2.41,-2.51,-2.01,10.97,22.02,25.36,True
2026-01-30,FIX,A,HTF,1141.0598,1199.2368,4.85,9.03,9,0.552,43.6,60,13.8,19.55,64.95,4.85,2.99,7.72,17.15,25.93,28.59,True
2026-02-02,FIX,A,HTF,1175.1887,1199.2368,2.01,9.03,10,0.551,43.6,60,13.94,19.15,63.9,2.01,2.87,9.13,13.73,18.27,24.85,True
2026-02-03,FIX,A,VCP,1208.8679,1218.8888,0.82,10.49,11,0.554,43.6,60,16.89,26.41,72.57,0.82,-7.45,4.93,9.05,18.22,21.37,True
2026-02-11,LUV,A,HTF,51.2088,54.4647,5.98,7.02,6,,69.51,50,20.87,57.39,67.18,5.98,-1.17,1.26,-0.97,-24.6,6.55,True
2026-02-17,LMT,A,HTF,646.1746,652.8992,1.03,5.28,6,0.785,45.33,47,12.76,39.28,44.75,1.03,0.04,2.29,3.35,-1.52,4.72,True
2026-02-18,LMT,A,HTF,646.4034,657.0871,1.63,5.88,7,0.783,45.33,47,10.85,39.82,45.12,1.63,2.57,-0.36,2.8,-0.64,4.69,True
2026-02-19,GEV,A,HTF,834.1056,845.4887,1.35,6.55,6,0.664,48.54,57,26.14,50.26,31.86,1.35,-0.51,5.01,-2.35,5.19,5.58,True
2026-02-19,LMT,A,HTF,663.0158,666.2388,0.48,7.18,8,0.782,45.33,47,12.22,45.75,48.29,0.48,-1.24,-3.73,-1.21,-3.85,2.06,False
2026-02-20,GEV,A,HTF,829.8382,845.4887,1.85,6.55,7,0.646,48.54,57,26.23,43.15,35.62,1.85,0.16,5.21,-4.95,2.56,6.12,True
2026-02-20,LMT,A,HTF,654.8091,666.2388,1.72,7.18,9,0.787,45.33,47,11.41,47.04,46.63,1.72,0.36,-0.03,2.59,-4.18,3.34,False
2026-02-23,BG,A,HTF,121.32,124.55,2.59,4.6,6,0.794,33.99,45,7.14,26.43,50.96,2.59,0.98,-0.59,-2.09,-0.41,3.82,False
2026-02-23,GEV,A,HTF,831.1974,845.4887,1.69,6.55,8,0.626,48.54,57,24.88,45.37,43.64,1.69,5.77,5.95,-0.19,6.19,6.19,True
2026-02-23,LMT,A,HTF,657.1567,666.2388,1.36,4.59,6,0.763,48.59,51,13.57,47.13,47.1,1.36,0.58,2.97,1.06,-6.22,2.97,True
2026-02-23,ON,A,HTF,69.47,73.76,5.82,9.14,6,0.751,60.82,57,13.64,43.8,41.95,5.82,0.81,-4.3,-14.74,-13.79,0.81,False
2026-02-24,GNRC,A,HTF,235.17,236.0,0.35,6.48,6,,71.2,31,37.97,58.02,34.28,0.35,0.6,-5.94,-10.4,-11.04,0.6,True
2026-02-24,LMT,A,HTF,660.9467,666.2388,0.79,4.59,7,0.773,48.59,51,11.68,47.41,49.08,0.79,-2.55,1.04,-1.47,-7.68,2.38,True
2026-02-24,ON,A,HTF,70.03,73.76,5.06,9.14,7,0.732,60.82,57,11.82,41.08,46.54,5.06,-0.5,-9.44,-14.91,-10.98,-0.5,False
2026-02-25,LMT,A,HTF,644.1055,666.2388,3.32,5.33,8,0.793,48.59,51,8.41,42.49,42.81,3.32,-0.91,3.16,0.83,-3.09,5.06,True
2026-02-25,ON,A,HTF,69.68,73.76,5.53,9.14,8,0.737,60.82,57,7.32,38.69,44.99,5.53,-2.18,-10.26,-14.98,-9.44,-2.18,False
2026-02-25,SLB,A,HTF,51.66,52.33,1.28,4.34,6,0.712,48.63,59,6.33,44.52,45.45,1.41,-0.33,-7.3,-6.76,0.45,0.45,False
2026-02-26,HAL,A,HTF,35.5378,36.0056,1.3,4.48,6,0.812,38.93,60,6.95,34.95,62.61,1.3,0.81,-3.88,-1.96,9.15,9.15,False
2026-02-26,ON,A,HTF,68.16,73.76,7.59,9.14,9,0.754,60.82,57,9.58,35.16,38.79,7.59,-2.46,-10.72,-15.36,-10.7,-2.46,False
2026-02-27,HAL,A,HTF,35.8264,36.0155,0.52,4.5,7,0.806,38.93,60,7.4,34.63,66.42,0.53,-0.08,-4.96,-5.96,12.82,12.82,False
2026-02-27,HII,A,HTF,444.52,450.4524,1.32,7.32,7,0.839,47.47,60,6.04,45.15,65.92,1.32,2.07,-3.47,-6.48,-14.11,2.07,True
